group,x_m,y_m
Group 3,200.36077801179908,-43.636843139588485
Group 3,195.18813312382233,-45.08237718531749
Group 3,190.6829262858942,-47.30627571851409
Group 3,187.846314573121,-51.754072784907294
Group 3,184.59255407906733,-55.645895216586695
Group 3,179.41990919105737,-58.87054808929737
Group 3,173.7466857655441,-62.5399806689303
Group 3,169.15804917135992,-65.09746398125759
Group 3,164.7362720896879,-67.98853207413025
Group 3,158.39561061409276,-66.76538788186237
Group 3,151.8880896259523,-64.43029442158155
Group 3,146.71544473800867,-63.42954008206747
Group 3,141.20908082494122,-61.98400603563115
Group 3,135.78614666819618,-61.31683647524777
Group 3,130.61350178018623,-62.317590815469174
Group 3,125.69114616097771,-63.98551471536662
Group 3,120.1013524917205,-65.87582846801787
Group 3,114.76184809119839,-67.76614222137644
Group 3,109.00519490942901,-69.10048134072855
Group 3,103.91597977767515,-68.87809148726743
Group 3,98.24275635212868,-69.87884582748882
Group 3,93.48726024543234,-72.88110884673837
Group 3,94.57184707679461,-78.32966025264565
Group 3,96.99131000825425,-83.44462687800758
Group 3,99.74449196480455,-88.11481379715458
Group 3,101.99709538375203,-93.78575505581566
Group 3,102.58110367754462,-98.78952675480068
Group 3,102.9982524588582,-103.79329845378571
Group 3,103.58226075265081,-109.13065493260876
Group 3,105.25085587780568,-115.57996067873744
Group 3,105.58457490283001,-122.14046135053569
Group 3,106.33544270916795,-128.14498738903478
Group 3,107.42002954053022,-134.14951342824122
Group 3,109.42234369067627,-138.81970034738822
Group 3,111.59151735340082,-144.15705682621126
Group 3,115.2624266287349,-148.0488792578907
Group 3,116.84759199763367,-153.60862559088218
Group 3,119.10019541661431,-158.1676175836523
Group 3,120.6853607855131,-162.94899942917618
Group 3,121.60308810433003,-169.0647203940522
Group 3,123.27168322951808,-174.17968702012143
Group 3,126.77573299233998,-178.1827043795924
Group 3,130.53007202396333,-182.8528912987394
Group 3,131.6980886115485,-187.8566629977244
Group 3,133.6169730055048,-193.30521440292438
Group 3,136.62044423079018,-198.1977911755325
Group 3,140.041064237356,-203.0903679474333
Group 3,140.79193204366078,-209.42847876577042
Group 3,141.79308911876697,-215.988979438276
Group 3,141.70965936247774,-220.99275113726102
Group 3,137.37131203709495,-223.66142937667254
Group 3,132.44895641785328,-222.66067503715848
Group 3,128.2774686049827,-225.88532790986915
Group 3,123.60540225454241,-229.44356556171053
Group 3,119.18362517287039,-233.4465829211815
Group 3,114.26126955366188,-234.66972711415667
Group 3,108.92176515313976,-237.89437998686736
Group 3,104.83370709652525,-241.67500749287717
Group 3,99.4942026960363,-242.7869567594755
Group 3,95.57300415190079,-246.4563893391084
Group 3,90.98436755771661,-248.45789801813655
Group 3,87.39688803860545,-252.5721103039844
Group 3,82.55796217568619,-255.46317839756438
Group 3,78.80362314406284,-260.2445602430883
Group 3,72.96354020600421,-262.35726384920065
Group 3,66.87316799917733,-260.91172980276434
Group 3,63.535977748834426,-256.57512766345536
Group 3,61.28337432988696,-251.79374581793147
Group 3,62.284531404993146,-246.5675842654853
Group 3,65.12114311773321,-242.00859227342252
Group 3,62.701680186306746,-237.2272104271913
Group 3,59.03077091090633,-233.11299814134344
Group 3,59.94849822975643,-226.99727717646743
Group 3,61.11651481740796,-222.1047004038593
Group 3,55.52672114811759,-218.99124245752554
Group 3,52.35639041032002,-214.20986061200165
Group 3,49.519778697513615,-209.42847876577042
Group 3,46.099158690947796,-203.86873243419356
Group 3,42.59510892812588,-200.19929985456065
Group 3,38.25676160270996,-197.3082317623953
Group 3,35.50357964619281,-192.52684991616408
Group 3,32.750397689708834,-187.52307821717906
Group 3,29.246347926886926,-183.74245071116923
Group 3,27.66118255798814,-178.96106886564533
Group 3,26.076017189089356,-173.7349073131992
Group 3,22.65539718249036,-169.50950010097444
Group 3,19.735355713461047,-163.2825842090142
Group 3,17.649611807025753,-158.5012023634903
Group 3,16.73188448817565,-152.16309154373852
Group 3,17.23246302571216,-146.26976043232364
Group 3,16.648454731919564,-140.59881917366258
Group 3,14.813000094252525,-135.81743732743135
Group 3,12.72725618778406,-130.14649606877026
Group 3,9.55692544998649,-125.25391929616214
Group 3,6.553454224701092,-120.58373237772247
Group 3,2.8825449493670123,-116.80310487100532
Group 3,5.886016174652411,-111.79933317202028
Group 3,11.308950331397446,-109.90901941936903
Group 3,7.054032762237602,-106.90675640011949
Group 3,1.0470903116999726,-107.46273103341863
Group 3,-3.8752653075085517,-109.3530447867772
Group 3,-9.381629220509671,-108.68587522639383
Group 3,-14.55427410851962,-106.01719698698231
Group 3,-15.388571671113638,-100.79103543453616
Group 3,-14.38741459604062,-95.78726373555114
Group 3,-16.55658825869883,-100.34625572832124
Group 3,-24.649274615738094,-107.90751073963357
Group 3,-30.239068285028466,-106.68436654665837
Group 3,-35.6620024417735,-108.90826507914764
Group 3,-36.746589273135775,-114.69040126560026
Group 3,-40.00034976718943,-118.9158084771177
Group 3,-43.337540017499165,-114.80159619197717
Group 3,-44.0884078238371,-108.35229044584848
Group 3,-40.83464732978345,-104.12688323362373
Group 3,-40.33406879221377,-110.02021434645326
Group 3,-38.41518439829064,-114.69040126560026
Group 3,-21.312084365395183,-118.35983384381854
Group 3,22.73882693874645,-138.4861155675502
Group 3,27.82804207046714,-141.59957351317664
Group 3,-61.358367369178396,-117.80385921122671
Group 3,-54.600557112336,-116.13593531132926
Group 3,-58.43832590018225,-112.68889258515746
Group 3,-61.52522688172373,-116.6919099446284
Group 3,-66.86473128224586,-119.24939325766304
Group 3,-69.45105372621765,-124.92033451632412
Group 3,-71.1196488514057,-130.14649606877026
Group 3,-74.62369861419444,-134.70548806154036
Group 3,-77.627169839513,-138.708505420304
Group 3,-74.8739878829627,-144.04586189983436
Group 3,-78.2111781333056,-140.04284454036343
Group 3,-77.87745910828126,-134.92787791429416
Group 3,-74.62369861419444,-130.36888592223139
Group 3,-68.86704543242506,-129.70171636255535
Group 3,-65.94700396339574,-125.03152944340835
Group 3,-64.52869810700913,-118.9158084771177
Group 3,-63.52754103190294,-113.91203677813266
Group 3,-62.359524444317756,-108.35229044584848
Group 3,-58.27146638767008,-103.79329845378571
Group 3,-55.518284431152935,-98.90072168117759
Group 3,-51.59708588701743,-94.78650939532973
Group 3,-51.34679661824918,-89.78273769634471
Group 3,-48.677044417988114,-85.0013558508208
Group 3,-44.505556605117526,-81.10953341843408
Group 3,-42.419812698682236,-76.5505414263713
Group 3,-39.332911717140746,-72.54752406690035
Group 3,-36.16258097931001,-68.21092192759137
Group 3,-33.99340731661863,-62.317590815469174
Group 3,-32.15795267895159,-56.86903941026922
Group 3,-30.072208772483126,-50.86451337106279
Group 3,-27.235597059709896,-45.74954674499354
Group 3,-24.06526632191233,-40.96816489946964
Group 3,-21.478943877940523,-36.18678305394574
Group 3,-21.81266290299803,-42.30250401952907
Group 3,-20.97836534040401,-47.639860498352114
Group 3,-21.81266290299803,-53.866776390312346
Group 3,-23.147539003095392,-60.316082135733694
Group 3,-23.06410924683931,-65.87582846801787
Group 3,-23.31439851560756,-71.8803545072243
Group 3,-20.644646315346503,-76.43934649928707
Group 3,-20.227497534099246,-81.66550805173323
Group 3,-23.147539003095392,-76.77293127983242
Group 3,-23.73154729688799,-71.32437987392515
Group 3,-24.48241510322592,-65.65343861455675
Group 3,-26.401299497149047,-60.98325169540975
Group 3,-30.322498041251382,-57.64740389632217
Group 3,-35.49514292926133,-60.64966691557172
Group 3,-37.74774634820879,-66.32060817494012
Group 3,-41.83580440485647,-70.99079509408712
Group 3,-41.75237464860038,-76.10576171944905
Group 3,-46.424440999040655,-80.55355878584226
Group 3,-49.34448246806997,-85.33494063136615
Group 3,-52.68167271837971,-90.00512754980583
Group 3,-55.518284431152935,-95.12009417587508
Group 3,-58.60518541269442,-99.56789124085364
Group 3,-63.694400544448285,-103.01493396702543
Group 3,-68.44989665114464,-106.12839191335921
Group 3,-73.28882251406391,-108.5746802993096
Group 3,-78.7117566708421,-107.68512088617244
Group 3,-82.7163849712337,-103.23732382048657
Group 3,-85.97014546532053,-97.7887724152866
Group 3,-87.7221703466983,-93.00739056905539
Group 3,-85.05241814643725,-87.67003409023233
Group 3,-86.63758351533603,-82.6662623912473
Group 3,-87.7221703466983,-77.44010083950847
Group 3,-89.47419522810927,-71.54676972738628
Group 3,-91.05936059700805,-65.43104876109562
Group 3,-93.89597230981444,-61.094446621786645
Group 3,-95.06398889739964,-55.645895216586695
Group 3,-96.48229475378625,-50.75331844397857
Group 3,-96.7325840225545,-43.97042791942651
Group 3,-99.31890646655948,-39.189046073195286
Group 3,-101.32122061673869,-34.51885915475561
Group 3,-102.98981574189357,-29.29269760230946
Group 3,-106.16014647969114,-24.733705609539356
Group 3,-106.49386550471547,-19.173959277255182
Group 3,-107.07787379854123,-13.725407872055229
Group 3,-109.49733673003404,-9.277610806369353
Group 3,-110.66535331761924,-3.4954746199167275
Group 3,-113.75225429916071,2.064271711660126
Group 3,-114.7534113742669,7.735212971028527
Group 3,-117.08944454947046,12.62778974292933
Group 3,-121.51122163114246,17.96514622175238
Group 3,-127.35130456920109,20.85621431391771
Group 3,-128.8530401818438,25.859986013610058
Group 3,-128.7696104255877,32.420486685408314
Group 3,-129.60390798818173,37.646648237854464
Group 3,-132.02337091964137,43.31758949651554
Group 3,-130.77192457580009,49.21092060863774
Group 3,-131.02221384456834,54.54827708816812
Group 3,-130.2713460382304,60.775192980128345
Group 3,-129.77076750066072,65.89015960549027
Group 3,-124.01411431889136,67.00210887208857
Group 3,-119.00832894342675,68.89242262544715
Group 3,-113.58539478664854,69.6707871115001
Group 3,-108.7464689236961,72.0058805710736
Group 3,-104.40812159828018,74.45216895773132
Group 3,-99.56919573532774,79.0111609497941
Group 3,-98.15088987894111,84.9044920619163
Group 3,-98.06746012268503,91.24260288025343
Group 3,-99.40233622281556,96.35756950632268
Group 4,-42.33638294239298,118.59655483545939
Group 4,-87.05473229661646,110.47932519014059
Group 4,-99.819485004096,87.79556015408163
Group 4,-89.89134400942285,93.13291663290468
Group 4,-86.13700497779952,96.69115428616071
Group 4,-80.96436008978958,98.02549340622014
Group 4,-82.88324448374587,93.0217217072351
Group 4,-87.2215918091618,87.79556015408163
Group 4,-91.64336889083381,82.23581382250478
Group 4,-93.89597230981444,76.6760674902206
Group 4,-91.39307962203239,72.22827042453473
Group 4,-85.97014546532053,72.78424505712655
Group 4,-80.54721130850915,73.00663491058768
Group 4,-75.12427715173095,73.00663491058768
Group 4,-70.3687810450346,75.23053344378428
Group 4,-64.1115493257287,77.45443197627355
Group 4,-58.43832590018225,79.34474572963212
Group 4,-52.181094180843196,81.56864426212141
Group 4,-47.342168317857585,83.23656816272617
Group 4,-42.586672211161236,84.9044920619163
Group 4,-36.746589273135775,86.90600074094445
Group 4,-30.48935755379672,88.90750942138726
Group 4,-25.066423397018518,90.79782317403851
Group 4,-20.310927290322162,92.46574707322863
Group 4,-15.472001427369724,94.1336709738334
Group 4,-9.798778001823266,96.13517965286155
Group 4,-4.542703357590401,96.46876443269959
Group 4,4.8848590995793915,86.46122103472953
Group 4,7.3877517872951115,80.1231102163924
Group 4,10.140933743812255,74.3409740306471
Group 4,12.05981813776855,68.5588378449018
Group 4,14.312421556682846,62.10953209948045
Group 4,16.23130595063914,56.54978576719627
Group 4,18.734198638354858,49.09972568226084
Group 4,20.653083032277983,43.31758949651554
Group 4,22.321678157466025,38.31381779753051
Group 4,24.657711332669574,30.307783080003258
Group 4,26.326306457857612,24.525646893550636
Group 4,28.245190851780738,18.63231578142843
Group 4,30.4977942707282,11.071060769408781
Group 4,28.412050364292906,18.076341148836605
Group 4,34.08527378983936,14.184518715742556
Group 4,39.5082079465844,14.40690856920368
Group 4,45.09800161587477,14.96288320250283
Group 4,50.27064650385155,15.852442614932682
Group 4,57.77932456706505,18.076341148836605
Group 4,64.03655628643727,20.300239681325884
Group 4,69.62634995566131,21.745773727762206
Group 4,71.71209386216294,28.083884546806658
Group 4,74.0481270373665,32.531681612492534
Group 4,76.55101972508221,38.31381779753051
Group 4,81.1396563192664,41.87205545078654
Group 4,83.47568949450311,46.319852516472416
Group 4,81.6402348568029,51.65720899529547
Group 4,79.30420168159935,56.88337054774162
Group 4,96.40730171446165,53.88110752778474
Group 4,100.32850025859715,49.98928509610534
Group 4,83.39225973821387,54.21469230762277
Group 4,77.96932558146882,62.7767016591565
Group 4,87.1465987698372,60.88638790650525
Group 4,92.81982219538365,62.88789658624072
Group 4,100.07821098982889,65.44537989927535
Group 4,105.91829392788752,67.3356936519266
Group 4,111.50808759714472,69.33720233166207
Group 4,109.6726329594777,63.44387121953987
Group 4,106.16858319665577,59.55204878715315
Group 4,103.91597977767515,53.992302454161646
Group 4,98.74333488969836,50.878844508535195
Group 4,93.48726024543234,50.100480022482245
Group 4,87.81403681991904,48.65494597533859
Group 4,89.89978072635434,43.87356412981469
Group 4,90.15006999512259,38.53620765099164
Group 4,92.65296268287149,33.866020731844635
Group 4,90.98436755771661,27.527909913507507
Group 4,89.06548316376032,22.52413821452248
Group 4,85.0608548634019,18.63231578142843
Group 4,81.05622656301031,14.96288320250283
Group 4,76.0504411875457,11.293450623577229
Group 4,70.79436654327966,8.291187603620354
Group 4,68.54176312436537,2.17546663874435
Group 4,70.21035824948707,-3.0506949137018013
Group 4,70.87779629956893,-8.610441246693302
Group 4,71.5452343496176,-13.614212945678329
Group 4,73.38068898728464,-20.063518690392357
Group 4,75.21614362495168,-24.844900536623584
Group 4,77.13502801890797,-30.182257015446634
Group 4,80.2219290004163,-35.18602871443166
Group 4,82.14081339437259,-40.52338519325471
Group 4,83.64254900701529,-45.304767038778614
Group 4,85.14428461965798,-50.30853873776364
Group 4,86.64602023230069,-55.645895216586695
Group 4,88.0643260886873,-60.4272770621106
Group 4,89.48263194507392,-65.43104876109562
Group 4,90.98436755771661,-70.76840523991868
Group 4,94.57184707679461,-75.21620230631187
Group 4,100.5787895273654,-73.88186318625245
Group 4,105.58457490283001,-72.21393928706232
Group 4,110.1732114970142,-68.87809148726743
Group 4,111.17436857212039,-73.88186318625245
Group 4,112.17552564722658,-79.66399937199775
Group 4,113.67726125983611,-85.77972033758108
Group 4,115.5961456537924,-91.11707681640414
Group 4,117.51503004771553,-96.12084851538916
Group 4,121.10250956679353,-92.22902608300242
Group 4,134.20098129929738,-86.44688989725712
Group 4,136.03643593696444,-91.22827174348835
Group 4,135.3689978868826,-96.78801807577253
Group 4,133.45011349299264,-102.34776440734939
Group 4,128.69461738629627,-106.57317162028146
Group 4,125.10713786718512,-110.79857883250621
Group 4,122.60424517946939,-116.35832516479039
Group 4,124.68998908590468,-122.14046135053569
Group 4,126.52544372357173,-127.36662290227451
Group 4,128.7780471425192,-132.14800474850574
Group 4,129.77920421759222,-138.04133585992062
Group 4,130.1963529989058,-143.2674974130741
Group 4,131.6146588553256,-149.93919301124924
Group 4,133.03296471167903,-155.49893934353344
Group 4,134.86841934934608,-160.83629582235648
Group 4,141.29251058123046,-158.6123972898672
Group 4,147.38288278802418,-156.3884987566706
Group 4,152.38866816352197,-154.38699007764245
Group 4,157.39445353898657,-152.16309154373852
Group 4,162.56709842699652,-149.1608285251963
Group 4,167.15573502114754,-146.9369299919997
Group 4,170.07577649017685,-141.1547938062544
Group 4,172.7455286904379,-136.3734119607305
Group 4,173.32953698423051,-131.36964026174547
Group 4,171.82780137162098,-126.36586856276044
Group 4,167.65631355871722,-123.36360554280357
Group 4,162.06651988946,-120.58373237772247
Group 4,157.31102378273047,-117.47027443138869
Group 4,152.30523840726588,-114.35681648576224
Group 4,147.54974230053634,-112.13291795256563
Group 4,142.29366765630348,-109.5754346388237
Group 4,136.7038739870131,-107.68512088617244
Group 4,132.1152373928621,-103.45971367394769
Group 4,128.52775787375094,-98.78952675480068
Group 4,127.44317104238866,-92.67380578921735
Group 4,125.94143542977913,-87.3364493103943
Group 4,123.85569152331067,-81.55431312535633
Group 4,121.18593932308278,-76.5505414263713
Group 4,116.34701346009717,-73.2146936265764
Group 4,110.50693052203854,-72.32513421343923
Group 4,104.91713685274817,-72.32513421343923
Group 4,99.07705391472271,-73.65947333349865
Group 4,93.82097927045668,-74.5490327459285
Group 4,87.39688803860545,-74.5490327459285
Group 4,81.80709436931508,-74.77142259938962
Group 4,75.7167221624882,-77.55129576588537
Group 4,69.70977971195056,-81.10953341843408
Group 4,64.70399433645278,-82.44387253849351
Group 4,60.1153577422686,-86.66927975071826
Group 4,55.52672114811759,-89.78273769634471
Group 4,50.35407626010764,-92.0066362295413
Group 4,45.18143137213086,-94.45292461549171
Group 4,39.758497215352655,-96.45443329522718
Group 4,33.751554764815026,-99.45669631447673
Group 4,27.327463532930633,-101.34701006783531
Group 4,22.571967426234277,-103.01493396702543
Group 4,16.481595219407396,-104.6828578676302
Group 4,11.475809843942786,-105.57241728076738
Group 4,5.886016174652411,-107.01795132649639
Group 4,4.217421049497542,-112.0217230254814
Group 4,-0.6215048134880663,-115.91354545857546
Group 4,-3.7918355512856357,-120.13895267080021
Group 4,-10.04906727059152,-122.14046135053569
Group 4,-14.38741459604062,-125.25391929616214
Group 4,-19.56005948398423,-127.14423304952072
Group 4,-24.565844859482006,-129.03454680287928
Group 4,-29.404770722434446,-131.5920301152066
Group 4,-34.57741561041122,-132.37039460125953
Group 4,-46.67473026784208,-139.9316496132792
Group 4,-37.24716781067229,-130.25769099514716
Group 4,-30.572787310052806,-130.81366562844633
Group 4,-35.16142390423699,-133.0375641609356
Group 4,-37.83117610446488,-128.58976709524973
Group 4,-41.41865562357604,-133.25995401439673
Group 4,-46.67473026784208,-135.48385254759333
Group 4,-52.347953693355365,-137.37416630024458
Group 4,-58.60518541269442,-138.81970034738822
Group 4,-63.7778303006712,-139.37567498068736
Group 4,-69.2007644574494,-139.15328512722624
Group 4,-74.03969032043501,-136.15102210726937
Group 4,-78.79518642713137,-133.9271235747801
Group 4,-84.05126107136422,-134.70548806154036
Group 4,-89.89134400942285,-135.59504747467756
Group 4,-94.7302698723753,-132.0368098214215
Group 4,-95.73142694748148,-127.0330381224365
Group 4,-96.81601377884375,-120.91731715756049
Group 4,-98.6514684165108,-115.57996067873744
Group 4,-100.3200635416325,-110.57618897975242
Group 4,-102.15551817929953,-104.6828578676302
Group 4,-103.82411330445441,-99.67908616864518
Group 4,-105.7429976984107,-93.89694998219255
Group 4,-107.24473331105341,-88.89317828320753
Group 4,-109.16361770497653,-82.99984717108532
Group 4,-111.41622112395716,-75.99456679307215
Group 4,-113.08481624907887,-71.21318494754824
Group 4,-114.58655186175473,-66.20941324856322
Group 4,-116.25514698690961,-60.98325169540975
Group 4,-117.7568825995523,-56.201869849885846
Group 4,-119.42547772470716,-51.42048800506927
Group 4,-123.01295724378517,-47.86225035181324
Group 4,-125.68270944404622,-43.41445328612736
Group 4,-125.26556066273263,-38.410681587142335
Group 4,-127.76845335051469,-32.85093525485816
Group 4,-130.2713460382304,-28.40313818917228
Group 4,-132.19023043215353,-23.732951270025282
Group 4,-134.02568506982058,-17.839620157195757
Group 4,-135.8611397074876,-12.27987382491158
Group 4,-137.52973483267564,-7.053712273172752
Group 4,-139.61547873911096,-0.6044065277513999
Group 4,-141.70122264554624,5.733704290585728
Group 4,-143.2029582582221,10.737475989570754
Group 4,-145.03841289588914,15.963637542724229
Group 4,-146.95729728977912,22.079358507600233
Group 4,-148.79275192751248,27.63910483988441
Group 4,-150.6282065651795,33.42124102562971
Group 4,-152.46366120284657,38.42501272461474
Group 4,-154.54940510928185,44.54073368949074
Group 4,-152.71395047161482,39.20337721066769
Group 4,-157.30258706576583,36.97947867817841
Group 4,-163.3095295163698,34.75558014498181
Group 4,-168.89932318566017,32.531681612492534
Group 4,-175.32341441747823,30.307783080003258
Group 4,-180.74634857425644,28.417469326644685
Group 4,-186.41957199980288,26.527155573993433
Group 4,-192.00936566909326,24.525646893550636
Group 4,-197.4322998258383,22.635333140899384
Group 4,-202.60494471384825,20.967409241709255
Group 4,-208.1947383830723,18.96590056126646
Group 4,-213.8679618086519,16.964391882238306
Group 4,-202.18779593253464,-9.722390512584278
Group 4,-195.9305642131956,-9.944780366045403
Group 4,-190.3407705439384,-11.279119485397505
Group 4,-185.58527443720888,-9.277610806369353
Group 4,-180.4126295492321,-9.055220952908227
Group 4,-180.16234028043067,-14.94855206503043
Group 4,-184.75097687464802,-23.06578171034923
Group 4,-182.24808418689912,-8.610441246693302
Group 4,-183.33267101822824,-13.947797725516352
Group 4,-183.16581150574925,-7.8320767592257035
Group 4,-180.9132080867686,-13.169433238048756
Group 4,-181.3303568680822,-6.831322419711627
Group 4,-186.33614224354682,-9.055220952908227
Group 4,-192.17622518160545,-7.609686906471902
Group 4,-197.34887006954904,-9.055220952908227
Group 4,-214.70225937121276,4.844144877448553
Group 4,-218.70688767160436,15.74124768855578
Group 4,-219.37432572165304,20.74501938824813
Group 4,-214.20168083367625,25.192816453226683
Group 4,-208.1947383830723,27.194325133669484
Group 4,-202.10436617627857,28.083884546806658
Group 4,-196.4311427507321,30.08539322583481
Group 4,-191.0082085939539,31.975706979193387
Group 4,-185.16812565592843,33.97721565822154
Group 4,-180.329199792976,35.64513955882631
Group 4,-175.15655490496607,37.53545331147756
Group 4,-170.3176290420136,39.20337721066769
Group 4,-164.64440561650034,41.093690964026266
Group 4,-159.80547975351473,42.761614863216394
Group 4,-156.63514901571716,46.98702207614846
Group 4,-154.38254559673652,51.768403921672366
Group 4,-149.96076851509767,55.326641574928395
Group 4,-144.70469387083165,56.21620098735824
Group 4,-139.03147044528518,58.440099520554845
Group 4,-132.60737921346714,59.77443864061427
Group 4,-126.35014749409491,60.88638790650525
Group 4,-121.3443621186303,62.554311806402694
Group 4,-115.33741966809266,64.55582048613817
Group 4,-108.91332843620827,66.77971901862745
Group 4,-103.74068354823149,68.44764291852489
Group 4,-98.31774939145329,70.44915159826037
Group 4,-93.47882352850085,72.1170754974505
Group 4,-95.56456743493615,78.23279646303382
Group 4,-97.81717085391678,82.90298338218082
Group 4,-100.48692305417784,87.57317030132783
Group 4,-102.32237769184488,92.9105267808582
Group 4,-102.57266696061313,98.69266296589618
Group 5,5.969445930941665,142.61465899087045
Group 5,-141.86808215809157,189.31652818163315
Group 5,-139.8657680078792,194.8762745139173
